,ensg_id,display_name,atlas_name,function_name,UniprotID
2119,ENSG00000183798,EMILIN3,Secreted to extracellular matrix,No annotated function,c("Q9H8L6", "Q9NT22")
2120,ENSG00000183801,OLFML1,Secreted - unknown location,No annotated function,Q6UWY5
2121,ENSG00000183844,FAM3B,Secreted to blood,Cytokine,P58499
2122,ENSG00000183876,ARSI,Secreted in other tissues,Enzyme,Q5FYB1
2123,ENSG00000183878,UTY,Intracellular and membrane,Enzyme,O14607
2124,ENSG00000183971,NPW,Secreted to blood,Neuropeptide,Q8N729
2125,ENSG00000183979,NPB,Secreted in other tissues,Neuropeptide,Q8NG41
2126,ENSG00000184012,TMPRSS2,Secreted in other tissues,Enzyme,O15393
2127,ENSG00000184144,CNTN2,Secreted in brain,Cell adhesion,Q02246
2128,ENSG00000184163,C1QTNF12,Secreted to blood,Complement pathway,Q5T7M4
2129,ENSG00000184164,CRELD2,Intracellular and membrane,No annotated function,Q6UXH1
2130,ENSG00000184232,OAF,Secreted - unknown location,No annotated function,Q86UD1
2131,ENSG00000184276,DEFB108B,Secreted in male reproductive system,Defense,Q8NET1
2132,ENSG00000184304,PRKD1,Intracellular and membrane,Immunity,Q15139
2133,ENSG00000184344,GDF3,Secreted to blood,Cytokine,Q9NR23
2134,ENSG00000184347,SLIT3,Secreted in other tissues,Developmental protein,O75094
2135,ENSG00000184371,CSF1,Secreted to blood,Cytokine,P09603
2136,ENSG00000184374,COLEC10,Secreted to blood,No annotated function,Q9Y6Z7
2137,ENSG00000184459,BPIFC,Secreted in other tissues,No annotated function,Q8NFQ6
2138,ENSG00000184471,C1QTNF8,Secreted - unknown location,Complement pathway,P60827
2139,ENSG00000184500,PROS1,Secreted to blood,Blood coagulation,P07225
2140,ENSG00000184502,GAST,Secreted to digestive system,Hormone,P01350
2141,ENSG00000184530,C6orf58,Secreted to digestive system,Developmental protein,Q6P5S2
2142,ENSG00000184544,DHRS7C,Secreted in other tissues,Enzyme,A6NNS2
2143,ENSG00000184599,TAFA3,Secreted in other tissues,No annotated function,Q7Z5A8
2144,ENSG00000184613,NELL2,Secreted to blood,No annotated function,Q99435
2145,ENSG00000184647,PRSS55,Intracellular and membrane,Enzyme,Q6UWB4
2146,ENSG00000184719,RNLS,Secreted to blood,Enzyme,Q5VYX0
2147,ENSG00000184831,APOO,Secreted to blood,Apolipoprotein,Q9BUR5
2148,ENSG00000184925,LCN12,Secreted in male reproductive system,Transport,Q6JVE5
2149,ENSG00000184956,MUC6,Secreted to digestive system,No annotated function,Q6W4X9
2150,ENSG00000184995,IFNE,Secreted to blood,Interferon,Q86WN2
2151,ENSG00000185010,F8,Secreted to blood,Blood coagulation,P00451
2152,ENSG00000185070,FLRT2,Intracellular and membrane,Developmental protein,O43155
2153,ENSG00000185090,MANEAL,Intracellular and membrane,Enzyme,Q5VSG8
2154,ENSG00000185127,C6orf120,Secreted to blood,Other,Q7Z4R8
2155,ENSG00000185198,PRSS57,Secreted to blood,Enzyme,Q6UWY2
2156,ENSG00000185267,CDNF,Secreted in other tissues,Growth factor,Q49AH0
2157,ENSG00000185269,NOTUM,Secreted in female reproductive system,Enzyme,Q6P988
2158,ENSG00000185303,SFTPA2,Secreted in other tissues,Other,Q8IWL1
2159,ENSG00000185339,TCN2,Secreted to blood,Transport,P20062
2160,ENSG00000185347,TEDC1,Intracellular and membrane,No annotated function,Q86SX3
2161,ENSG00000185352,HS6ST3,Intracellular and membrane,Enzyme,Q8IZP7
2162,ENSG00000185436,IFNLR1,Intracellular and membrane,Receptor,Q8IU57
2163,ENSG00000185483,ROR1,Intracellular and membrane,Receptor,Q01973
2164,ENSG00000185499,MUC1,Secreted in other tissues,No annotated function,P15941
2165,ENSG00000185585,OLFML2A,Secreted - unknown location,No annotated function,Q68BL7
2166,ENSG00000185615,PDIA2,Intracellular and membrane,Enzyme,Q13087
2167,ENSG00000185624,P4HB,Intracellular and membrane,Enzyme,P07237
2168,ENSG00000185652,NTF3,Secreted in other tissues,Growth factor,P20783
2169,ENSG00000185664,PMEL,Intracellular and membrane,Other,P40967
2170,ENSG00000185674,LYG2,Secreted in other tissues,Enzyme,Q86SG7
2171,ENSG00000185737,NRG3,Secreted in brain,Growth factor,P56975
2172,ENSG00000185739,SRL,Intracellular and membrane,No annotated function,Q86TD4
2173,ENSG00000185761,ADAMTSL5,Secreted to extracellular matrix,No annotated function,Q6ZMM2
2174,ENSG00000185888,PRSS38,Secreted in male reproductive system,Enzyme,A1L453
2175,ENSG00000185924,RTN4RL1,Intracellular and membrane,Receptor,Q86UN2
2176,ENSG00000185982,DEFB128,Secreted in male reproductive system,Defense,Q7Z7B8
2177,ENSG00000186001,LRCH3,Intracellular and membrane,No annotated function,Q96II8
2178,ENSG00000186075,ZPBP2,Secreted in male reproductive system,No annotated function,Q6X784
2179,ENSG00000186104,CYP2R1,Intracellular and membrane,Enzyme,Q6VVX0
2180,ENSG00000186115,CYP4F2,Intracellular and membrane,Enzyme,P78329
2181,ENSG00000186146,DEFB131A,Secreted in other tissues,Defense,P59861
2182,ENSG00000186190,BPIFB3,Secreted in other tissues,No annotated function,P59826
2183,ENSG00000186191,BPIFB4,Secreted - unknown location,No annotated function,P59827
2184,ENSG00000186283,TOR3A,Intracellular and membrane,No annotated function,Q9H497
2185,ENSG00000186340,THBS2,Secreted to extracellular matrix,Cell adhesion,P35442
2186,ENSG00000186395,KRT10,Secreted in other tissues,No annotated function,c("P13645", "Q8N816")
2187,ENSG00000186417,GLDN,Secreted to extracellular matrix,Developmental protein,Q6ZMI3
2188,ENSG00000186431,FCAR,Intracellular and membrane,Receptor,P24071
2189,ENSG00000186458,DEFB132,Secreted in male reproductive system,Defense,Q7Z7B7
2190,ENSG00000186474,KLK12,Secreted in other tissues,Enzyme,Q9UKR0
2191,ENSG00000186562,DEFB105A,Secreted in male reproductive system,Defense,Q8NG35
2192,ENSG00000186572,DEFB107A,Secreted in male reproductive system,Defense,Q8IZN7
2193,ENSG00000186579,DEFB106A,Secreted in male reproductive system,Defense,Q8N104
2194,ENSG00000186599,DEFB105B,Secreted in male reproductive system,Defense,Q8NG35
2195,ENSG00000186652,PRG2,Secreted in female reproductive system,Immunity,P13727
2196,ENSG00000186792,HYAL3,Secreted to blood,Enzyme,O43820
2197,ENSG00000186803,IFNA10,Secreted to blood,Interferon,P01566
2198,ENSG00000186854,TRABD2A,Intracellular and membrane,Enzyme,Q86V40
2199,ENSG00000186866,POFUT2,Intracellular and membrane,Enzyme,Q9Y2G5
2200,ENSG00000186868,MAPT,Secreted to blood,NULL,P10636
2201,ENSG00000186891,TNFRSF18,Secreted to blood,Receptor,Q9Y5U5
2202,ENSG00000186895,FGF3,Secreted in brain,Growth factor,P11487
2203,ENSG00000186897,C1QL4,Secreted in brain,Complement pathway,Q86Z23
2204,ENSG00000186907,RTN4RL2,Intracellular and membrane,Receptor,Q86UN3
2205,ENSG00000186910,SERPINA11,Secreted to blood,Enzyme inhibitor,c("Q86WD7", "Q86U17")
2206,ENSG00000186998,EMID1,Secreted in other tissues,No annotated function,Q96A84
2207,ENSG00000187021,PNLIPRP1,Secreted to digestive system,No annotated function,P54315
2208,ENSG00000187082,DEFB106B,Secreted in male reproductive system,Defense,Q8N104
2209,ENSG00000187094,CCK,Secreted to blood,Hormone,P06307
2210,ENSG00000187097,ENTPD5,Secreted to blood,Enzyme,O75356
2211,ENSG00000187116,LILRA5,Secreted to blood,Receptor,A6NI73
2212,ENSG00000187122,SLIT1,Secreted in brain,Developmental protein,O75093
2213,ENSG00000187123,LYPD6,Secreted in other tissues,No annotated function,Q86Y78
2214,ENSG00000187147,RNF220,Intracellular and membrane,Enzyme,Q5VTB9
2215,ENSG00000187151,ANGPTL5,Secreted in other tissues,No annotated function,Q86XS5
2216,ENSG00000187266,EPOR,Intracellular and membrane,Receptor,P19235
2217,ENSG00000187398,LUZP2,Secreted in brain,No annotated function,Q86TE4
2218,ENSG00000187492,CDHR4,Intracellular and membrane,Cell adhesion,A6H8M9
2219,ENSG00000187498,COL4A1,Secreted to extracellular matrix,Developmental protein,P02462
2220,ENSG00000187533,PRR27,Secreted to digestive system,No annotated function,Q6MZM9
2221,ENSG00000187608,ISG15,Secreted to blood,Immunity,P05161
2222,ENSG00000187630,DHRS4L2,Secreted - unknown location,Enzyme,Q6PKH6
2223,ENSG00000187664,HAPLN4,Secreted in brain,No annotated function,Q86UW8
2224,ENSG00000187676,B3GLCT,Intracellular and membrane,Enzyme,Q6Y288
2225,ENSG00000187689,AMTN,Secreted in other tissues,Cell adhesion,Q6UX39
2226,ENSG00000187720,THSD4,Secreted - unknown location,Enzyme,Q6ZMP0
2227,ENSG00000187733,AMY1C,Secreted to digestive system,Enzyme,P0DTE8
2228,ENSG00000187742,SECISBP2,Intracellular and membrane,Other,Q96T21
2229,ENSG00000187908,DMBT1,Secreted in other tissues,Transport,Q9UGM3
2230,ENSG00000187922,LCN10,Secreted in male reproductive system,Transport,Q6JVE6
2231,ENSG00000187942,LDLRAD2,Secreted - unknown location,Receptor,Q5SZI1
2232,ENSG00000187944,C2orf66,Secreted - unknown location,No annotated function,Q6UXQ4
2233,ENSG00000187950,OVCH1,Secreted in other tissues,Enzyme,Q7RTY7
2234,ENSG00000187955,COL14A1,Secreted to extracellular matrix,Cell adhesion,Q05707
2235,ENSG00000187980,PLA2G2C,Secreted - unknown location,No annotated function,Q5R387
2236,ENSG00000187997,C17orf99,Secreted to blood,Cytokine,Q6UX52
2237,ENSG00000188038,NRN1L,Secreted - unknown location,No annotated function,Q496H8
2238,ENSG00000188056,TREML4,Secreted - unknown location,Immunity,Q6UXN2
2239,ENSG00000188064,WNT7B,Secreted to extracellular matrix,Developmental protein,P56706
2240,ENSG00000188076,SCGB1C1,Secreted - unknown location,No annotated function,Q8TD33
2241,ENSG00000188107,EYS,Secreted in other tissues,Other,Q5T1H1
2242,ENSG00000188153,COL4A5,Secreted to extracellular matrix,No annotated function,P29400
2243,ENSG00000188157,AGRN,Secreted to extracellular matrix,Developmental protein,O00468
2244,ENSG00000188162,OTOG,Secreted in other tissues,No annotated function,Q6ZRI0
2245,ENSG00000188257,PLA2G2A,Secreted to blood,Enzyme,P14555
2246,ENSG00000188293,IGFL1,Secreted in other tissues,No annotated function,Q6UW32
2247,ENSG00000188334,BSPH1,Secreted in male reproductive system,Other,Q075Z2
2248,ENSG00000188372,ZP3,Secreted in female reproductive system,Receptor,P21754
2249,ENSG00000188373,C10orf99,Secreted in other tissues,Cytokine,Q6UWK7
2250,ENSG00000188379,IFNA2,Secreted to blood,Interferon,P01563
2251,ENSG00000188488,SERPINA5,Secreted to blood,Transport,P05154
2252,ENSG00000188508,KRTDAP,Secreted in other tissues,Other,P60985
2253,ENSG00000188611,ASAH2,Intracellular and membrane,Enzyme,Q9NR71
2254,ENSG00000188624,IGFL3,Secreted in other tissues,No annotated function,Q6UXB1
2255,ENSG00000188655,RNASE9,Secreted in male reproductive system,No annotated function,P60153
2256,ENSG00000188710,QRFP,Secreted in other tissues,Neuropeptide,P83859
2257,ENSG00000188729,OSTN,Secreted in other tissues,Hormone,P61366
2258,ENSG00000188730,VWC2,Secreted to extracellular matrix,No annotated function,Q2TAL6
2259,ENSG00000188770,OPTC,Secreted in other tissues,No annotated function,Q9UBM4
2260,ENSG00000188783,PRELP,Secreted to extracellular matrix,No annotated function,P51888
2261,ENSG00000188784,PLA2G2E,Secreted - unknown location,Enzyme,Q9NZK7
2262,ENSG00000188811,NHLRC3,Secreted to blood,No annotated function,Q5JS37
2263,ENSG00000188886,ASTL,Intracellular and membrane,Enzyme,Q6HA08
2264,ENSG00000188937,NYX,Intracellular and membrane,Other,Q9GZU5
2265,ENSG00000188958,UTS2B,Secreted - unknown location,Hormone,Q765I0
2266,ENSG00000188992,LIPI,Secreted in male reproductive system,Enzyme,Q6XZB0
2267,ENSG00000189001,SBSN,Secreted - unknown location,No annotated function,Q6UWP8
2268,ENSG00000189013,KIR2DL4,Intracellular and membrane,Receptor,Q99706
2269,ENSG00000189052,CGB5,Secreted to blood,Hormone,P0DN86
2270,ENSG00000189056,RELN,Secreted in brain,Developmental protein,P78509
2271,ENSG00000189058,APOD,Secreted to blood,Apolipoprotein,P05090
2272,ENSG00000189068,VSTM1,Secreted to blood,Cytokine,Q6UX27
2273,ENSG00000189099,PRSS48,Secreted - unknown location,Enzyme,Q7RTY5
2274,ENSG00000189129,PLAC9,Secreted - unknown location,No annotated function,Q5JTB6
2275,ENSG00000189171,S100A13,Secreted in other tissues,Transport,Q99584
2276,ENSG00000189227,C15orf61,Secreted - unknown location,No annotated function,A6NNL5
2277,ENSG00000189292,ALKAL2,Secreted - unknown location,No annotated function,Q6UX46
2278,ENSG00000189320,FAM180A,Secreted - unknown location,No annotated function,Q6UWF9
2279,ENSG00000189377,CXCL17,Secreted to blood,Developmental protein,Q6UXB2
2280,ENSG00000189403,HMGB1,Secreted to blood,Immunity,P09429
2281,ENSG00000196083,IL1RAP,Secreted to blood,Receptor,Q9NPH3
2282,ENSG00000196104,SPOCK3,Secreted to extracellular matrix,Enzyme inhibitor,Q9BQ16
2283,ENSG00000196136,SERPINA3,Secreted to blood,Acute phase,P01011
2284,ENSG00000196154,S100A4,Secreted to blood,NULL,P26447
2285,ENSG00000196188,CTSE,Intracellular and membrane,Enzyme,P14091
2286,ENSG00000196260,SFTA2,Secreted in other tissues,No annotated function,Q6UW10
2287,ENSG00000196262,PPIA,Secreted to blood,Enzyme,P62937
2288,ENSG00000196337,CGB7,Secreted in other tissues,No annotated function,P0DN87
2289,ENSG00000196338,NLGN3,Intracellular and membrane,Cell adhesion,Q9NZ94
2290,ENSG00000196352,CD55,Secreted to blood,Complement pathway,P08174
2291,ENSG00000196358,NTNG2,Intracellular and membrane,Developmental protein,Q96CW9
2292,ENSG00000196378,ZNF34,Intracellular and membrane,Transcription,Q8IZ26
2293,ENSG00000196415,PRTN3,Secreted to blood,Enzyme,P24158
2294,ENSG00000196436,NPIPB15,Intracellular and membrane,No annotated function,A6NHN6
2295,ENSG00000196468,FGF16,Secreted in other tissues,Growth factor,O43320
2296,ENSG00000196562,SULF2,Intracellular and membrane,Enzyme,Q8IWU5
2297,ENSG00000196569,LAMA2,Secreted to extracellular matrix,Cell adhesion,P24043
2298,ENSG00000196611,MMP1,Secreted to extracellular matrix,Enzyme,P03956
2299,ENSG00000196666,FAM180B,Secreted in other tissues,NULL,Q6P0A1
2300,ENSG00000196711,ALKAL1,Secreted - unknown location,No annotated function,Q6UXT8
2301,ENSG00000196739,COL27A1,Secreted to extracellular matrix,No annotated function,Q8IZC6
2302,ENSG00000196743,GM2A,Intracellular and membrane,Enzyme,P17900
2303,ENSG00000196748,CLPSL2,Secreted in male reproductive system,No annotated function,Q6UWE3
2304,ENSG00000196800,SPINK14,Secreted - unknown location,Enzyme inhibitor,Q6IE38
2305,ENSG00000196844,PATE2,Secreted in male reproductive system,No annotated function,Q6UY27
2306,ENSG00000196878,LAMB3,Secreted to extracellular matrix,Cell adhesion,Q13751
2307,ENSG00000196937,FAM3C,Secreted in other tissues,Developmental protein,Q92520
2308,ENSG00000196954,CASP4,Intracellular and membrane,Immunity,P49662
2309,ENSG00000196968,FUT11,Intracellular and membrane,Enzyme,Q495W5
2310,ENSG00000197006,METTL9,Intracellular and membrane,No annotated function,Q9H1A3
2311,ENSG00000197110,IFNL3,Secreted to blood,Interferon,Q8IZI9
2312,ENSG00000197249,SERPINA1,Secreted to blood,Blood coagulation,P01009
2313,ENSG00000197253,TPSB2,Secreted to blood,Enzyme,P20231
2314,ENSG00000197272,IL27,Secreted to blood,Interleukin,Q8NEV9
2315,ENSG00000197273,GUCA2A,Secreted to blood,No annotated function,Q02747
2316,ENSG00000197345,MRPL21,Intracellular and membrane,Other,Q7Z2W9
2317,ENSG00000197353,LYPD2,Intracellular and membrane,No annotated function,Q6UXB3
2318,ENSG00000197408,CYP2B6,Intracellular and membrane,Enzyme,P20813
2319,ENSG00000197446,CYP2F1,Intracellular and membrane,Enzyme,P24903
2320,ENSG00000197461,PDGFA,Secreted to blood,Growth factor,P04085
2321,ENSG00000197487,GALP,Secreted in brain,Hormone,Q9UBC7
2322,ENSG00000197540,GZMM,Secreted to blood,Immunity,P51124
2323,ENSG00000197561,ELANE,Secreted to blood,Enzyme,P08246
2324,ENSG00000197565,COL4A6,Secreted to extracellular matrix,Cell adhesion,Q14031
2325,ENSG00000197586,ENTPD6,Secreted to blood,Enzyme,O75354
2326,ENSG00000197594,ENPP1,Secreted - unknown location,Enzyme,P22413
2327,ENSG00000197614,MFAP5,Secreted to extracellular matrix,No annotated function,Q13361
2328,ENSG00000197629,MPEG1,Secreted to blood,NULL,Q2M385
2329,ENSG00000197632,SERPINB2,Intracellular and membrane,Enzyme inhibitor,P05120
2330,ENSG00000197635,DPP4,Secreted to blood,Receptor,P27487
2331,ENSG00000197646,PDCD1LG2,Secreted - unknown location,Receptor,Q9BQ51
2332,ENSG00000197696,NMB,Secreted to blood,No annotated function,P08949
2333,ENSG00000197721,CR1L,Secreted in other tissues,No annotated function,Q2VPA4
2334,ENSG00000197745,SCGB1D4,Secreted in female reproductive system,No annotated function,Q6XE38
2335,ENSG00000197746,PSAP,Intracellular and membrane,Other,c("P07602", "Q8IWL1", "Q8IWL2", "Q9NZJ7")
2336,ENSG00000197766,CFD,Secreted to blood,Immunity,P00746
2337,ENSG00000197822,OCLN,Intracellular and membrane,No annotated function,Q16625
2338,ENSG00000197838,CYP2A13,Intracellular and membrane,Enzyme,Q16696
2339,ENSG00000197859,ADAMTSL2,Secreted in other tissues,No annotated function,Q86TH1
2340,ENSG00000197870,PRB3,Secreted to digestive system,No annotated function,Q04118
2341,ENSG00000197919,IFNA1,Secreted to blood,Interferon,P01562
2342,ENSG00000197930,ERO1A,Intracellular and membrane,Transport,Q96HE7
2343,ENSG00000197953,AADACL2,Secreted in other tissues,Enzyme,Q6P093
2344,ENSG00000198019,FCGR1B,Intracellular and membrane,Receptor,Q92637
2345,ENSG00000198074,AKR1B10,Secreted to digestive system,Enzyme,O60218
2346,ENSG00000198077,CYP2A7,Intracellular and membrane,Enzyme,P20853
2347,ENSG00000198108,CHSY3,Intracellular and membrane,Enzyme,c("Q70JA7", "Q9P2E5")
2348,ENSG00000198129,DEFB107B,Secreted in male reproductive system,Defense,Q8IZN7
2349,ENSG00000198160,MIER1,Intracellular and membrane,Transcription,Q8N108
2350,ENSG00000198183,BPIFA1,Secreted in other tissues,Immunity,Q9NP55
2351,ENSG00000198189,HSD17B11,Intracellular and membrane,Enzyme,Q8NBQ5
2352,ENSG00000198223,CSF2RA,Secreted to blood,Receptor,P15509
2353,ENSG00000198488,B3GNT6,Intracellular and membrane,Enzyme,c("O43505", "Q6ZMB0")
2354,ENSG00000198542,ITGBL1,Secreted - unknown location,No annotated function,O95965
2355,ENSG00000198546,ZNF511,Intracellular and membrane,Transcription,Q8NB15
2356,ENSG00000198598,MMP17,Secreted to extracellular matrix,Enzyme,Q9ULZ9
2357,ENSG00000198643,FAM3D,Secreted to digestive system,No annotated function,Q96BQ1
2358,ENSG00000198670,LPA,Secreted to blood,Transport,P08519
2359,ENSG00000198673,TAFA2,Intracellular and membrane,No annotated function,Q8N3H0
2360,ENSG00000198700,IPO9,Intracellular and membrane,Transport,Q96P70
2361,ENSG00000198704,GPX6,Secreted in male reproductive system,Enzyme,P59796
2362,ENSG00000198718,TOGARAM1,Intracellular and membrane,Other,Q9Y4F4
2363,ENSG00000198732,SMOC1,Secreted to extracellular matrix,Developmental protein,Q9H4F8
2364,ENSG00000198734,F5,Secreted to blood,Blood coagulation,P12259
2365,ENSG00000198756,COLGALT2,Intracellular and membrane,Enzyme,Q8IYK4
2366,ENSG00000198759,EGFL6,Secreted to extracellular matrix,Developmental protein,Q8IUX8
2367,ENSG00000198797,BRINP2,Secreted in other tissues,Other,Q9C0B6
2368,ENSG00000198822,GRM3,Intracellular and membrane,Receptor,Q14832
2369,ENSG00000198832,SELENOM,Intracellular and membrane,No annotated function,Q8WWX9
2370,ENSG00000198848,CES1,Intracellular and membrane,Enzyme,c("P02795", "P23141")
2371,ENSG00000198855,FICD,Intracellular and membrane,Enzyme,Q9BVA6
2372,ENSG00000198948,MFAP3L,Intracellular and membrane,No annotated function,O75121
2373,ENSG00000198951,NAGA,Intracellular and membrane,Enzyme,Q9Y303
2374,ENSG00000198959,TGM2,Secreted to extracellular matrix,NULL,P21980
2375,ENSG00000203722,RAET1G,Secreted - unknown location,Immunity,Q6H3X3
2376,ENSG00000203747,FCGR3A,Secreted to blood,Receptor,P08637
2377,ENSG00000203772,SPRN,Intracellular and membrane,Other,Q5BIV9
2378,ENSG00000203795,FAM24A,Secreted in male reproductive system,No annotated function,A6NFZ4
2379,ENSG00000203837,PNLIPRP3,Secreted - unknown location,Enzyme,Q17RR3
2380,ENSG00000203896,LIME1,Intracellular and membrane,Immunity,Q9H400
2381,ENSG00000203970,DEFB110,Secreted in male reproductive system,Defense,Q30KQ9
2382,ENSG00000204001,LCN8,Secreted in male reproductive system,Transport,Q6JVE9
2383,ENSG00000204007,GLT6D1,Intracellular and membrane,Enzyme,Q7Z4J2
2384,ENSG00000204020,LIPN,Secreted in other tissues,Enzyme,Q5VXI9
2385,ENSG00000204021,LIPK,Secreted in other tissues,Enzyme,Q5VXJ0
2386,ENSG00000204140,CLPSL1,Secreted in male reproductive system,No annotated function,A2RUU4
2387,ENSG00000204248,COL11A2,Secreted to extracellular matrix,No annotated function,P13942
2388,ENSG00000204262,COL5A2,Secreted to extracellular matrix,No annotated function,P05997
2389,ENSG00000204291,COL15A1,Secreted to extracellular matrix,Developmental protein,P39059
2390,ENSG00000204305,AGER,Secreted in other tissues,Other,Q15109
2391,ENSG00000204347,BTBD17,Secreted in brain,No annotated function,A6NE02
2392,ENSG00000204370,SDHD,Intracellular and membrane,Transport,O14521
2393,ENSG00000204371,EHMT2,Intracellular and membrane,Enzyme,Q96KQ7
2394,ENSG00000204389,HSPA1A,Intracellular and membrane,NULL,P0DMV8
2395,ENSG00000204396,VWA7,Secreted - unknown location,No annotated function,Q9Y334
2396,ENSG00000204414,CSHL1,Secreted to blood,Hormone,Q14406
2397,ENSG00000204420,MPIG6B,Intracellular and membrane,Receptor,O95866
2398,ENSG00000204428,LY6G5C,Secreted - unknown location,No annotated function,Q5SRR4
2399,ENSG00000204444,APOM,Secreted to blood,Apolipoprotein,O95445
2400,ENSG00000204463,BAG6,Intracellular and membrane,Transport,P46379
2401,ENSG00000204511,MCCD1,Intracellular and membrane,No annotated function,P59942
2402,ENSG00000204525,HLA-C,Intracellular and membrane,Immunity,P10321
2403,ENSG00000204538,PSORS1C2,Secreted in other tissues,No annotated function,Q9UIG4
2404,ENSG00000204539,CDSN,Secreted in other tissues,No annotated function,Q15517
2405,ENSG00000204542,C6orf15,Secreted to extracellular matrix,No annotated function,Q6UXA7
2406,ENSG00000204548,DEFB121,Secreted in male reproductive system,Defense,Q5J5C9
2407,ENSG00000204580,DDR1,Intracellular and membrane,Receptor,Q08345
2408,ENSG00000204583,LRCOL1,Secreted in male reproductive system,No annotated function,A6NCL2
2409,ENSG00000204592,HLA-E,Secreted to blood,NULL,P13747
2410,ENSG00000204632,HLA-G,Secreted to blood,Immunity,P17693
2411,ENSG00000204640,NMS,Secreted in brain,Neuropeptide,Q5H8A3
2412,ENSG00000204671,IL31,Secreted to blood,Interleukin,Q6EBC2
2413,ENSG00000204681,GABBR1,Intracellular and membrane,Receptor,Q9UBS5
2414,ENSG00000204852,TCTN1,Intracellular and membrane,Developmental protein,Q2MV58
2415,ENSG00000204866,IGFL2,Secreted in other tissues,No annotated function,Q6UWQ7
2416,ENSG00000204869,IGFL4,Secreted - unknown location,No annotated function,Q6B9Z1
2417,ENSG00000204909,SPINK9,Secreted in other tissues,Enzyme inhibitor,Q5DT21
2418,ENSG00000204936,CD177,Intracellular and membrane,No annotated function,Q8N6Q3
2419,ENSG00000204941,PSG5,Secreted in female reproductive system,No annotated function,Q15238
2420,ENSG00000204954,C12orf73,Intracellular and membrane,No annotated function,Q69YU5
2421,ENSG00000204970,PCDHA1,Secreted - unknown location,Cell adhesion,Q9Y5I3
2422,ENSG00000204983,PRSS1,Secreted to digestive system,Enzyme,P07477
2423,ENSG00000205076,LGALS7,Intracellular and membrane,Other,P47929
2424,ENSG00000205209,SCGB2B2,Secreted in other tissues,No annotated function,Q4G0G5
2425,ENSG00000205221,VIT,Secreted to extracellular matrix,Other,Q6UXI7
2426,ENSG00000205336,ADGRG1,Secreted to blood,Receptor,Q9Y653
2427,ENSG00000205403,CFI,Secreted to blood,Complement pathway,P05156
2428,ENSG00000205649,HTN3,Secreted to digestive system,Defense,P15516
2429,ENSG00000205755,CRLF2,Intracellular and membrane,Receptor,Q9HC73
2430,ENSG00000205863,C1QTNF9B,Secreted - unknown location,Complement pathway,c("B2RNN3", "Q58A44")
2431,ENSG00000205882,DEFB134,Secreted in male reproductive system,Defense,Q4QY38
2432,ENSG00000205883,DEFB135,Secreted in male reproductive system,Defense,Q30KP9
2433,ENSG00000205884,DEFB136,Secreted in male reproductive system,Defense,Q30KP8
2434,ENSG00000205929,C21orf62,Secreted - unknown location,No annotated function,c("Q9NYP8", "Q17RA5")
2435,ENSG00000206047,DEFA1,Secreted to blood,Defense,P59665
2436,ENSG00000206075,SERPINB5,Intracellular and membrane,No annotated function,P36952
2437,ENSG00000206150,RNASE13,Secreted in male reproductive system,No annotated function,Q5GAN3
2438,ENSG00000206384,COL6A6,Secreted to extracellular matrix,Cell adhesion,A6NMZ7
2439,ENSG00000206561,COLQ,Secreted to blood,Other,Q9Y215
2440,ENSG00000211445,GPX3,Secreted to blood,Enzyme,P22352
2441,ENSG00000213022,KLK9,Secreted in other tissues,Enzyme,Q9UKQ9
2442,ENSG00000213030,CGB8,Secreted to blood,Hormone,P0DN86
2443,ENSG00000213185,FAM24B,Intracellular and membrane,No annotated function,Q8N5W8
2444,ENSG00000213218,CSH2,Secreted to blood,Hormone,P0DML3
2445,ENSG00000213398,LCAT,Secreted to blood,Enzyme,P04180
2446,ENSG00000213402,PTPRCAP,Intracellular and membrane,No annotated function,Q14761
2447,ENSG00000213420,GPC2,Intracellular and membrane,No annotated function,Q8N158
2448,ENSG00000213593,TMX2,Intracellular and membrane,No annotated function,Q9Y320
2449,ENSG00000213614,HEXA,Intracellular and membrane,Enzyme,P06865
2450,ENSG00000213658,LAT,Intracellular and membrane,Immunity,O43561
2451,ENSG00000213694,S1PR3,Intracellular and membrane,NULL,Q99500
2452,ENSG00000213892,CEACAM16,Secreted in other tissues,No annotated function,Q2WEN9
2453,ENSG00000213918,DNASE1,Secreted in other tissues,Enzyme,P24855
2454,ENSG00000213927,CCL27,Secreted to blood,Chemokine,Q9Y4X3
2455,ENSG00000214042,IFNA7,Secreted to blood,Interferon,P01567
2456,ENSG00000214046,SMIM7,Intracellular and membrane,No annotated function,Q9BQ49
2457,ENSG00000214140,PRCD,Intracellular and membrane,Other,Q00LT1
2458,ENSG00000214226,C17orf67,Secreted to blood,No annotated function,Q0P5P2
2459,ENSG00000214274,ANG,Secreted to blood,Developmental protein,P03950
2460,ENSG00000214285,NPS,Secreted in brain,Neuropeptide,P0C0P6
2461,ENSG00000214510,SPINK13,Secreted in male reproductive system,Enzyme inhibitor,Q1W4C9
2462,ENSG00000214642,DEFB113,Secreted in male reproductive system,Defense,Q30KQ7
2463,ENSG00000214643,DEFB133,Secreted in male reproductive system,Defense,Q30KQ1
2464,ENSG00000215018,COL28A1,Secreted to extracellular matrix,Cell adhesion,Q2UY09
2465,ENSG00000215182,MUC5AC,Secreted to digestive system,No annotated function,P98088
2466,ENSG00000215183,MSMP,Secreted in other tissues,No annotated function,Q1L6U9
